Link,bus0,bus1,carrier,p_nom_extendable,bus4,bus3,bus2
FR naphtha for industry,EU oil,FR naphtha for industry,naphtha for industry,True,,,FR process emissions
GB naphtha for industry,EU oil,GB naphtha for industry,naphtha for industry,True,,,GB process emissions
GBI naphtha for industry,EU oil,GBI naphtha for industry,naphtha for industry,True,,,GBI process emissions
GR naphtha for industry,EU oil,GR naphtha for industry,naphtha for industry,True,,,GR process emissions
HR naphtha for industry,EU oil,HR naphtha for industry,naphtha for industry,True,,,HR process emissions
HU naphtha for industry,EU oil,HU naphtha for industry,naphtha for industry,True,,,HU process emissions
IE naphtha for industry,EU oil,IE naphtha for industry,naphtha for industry,True,,,IE process emissions
IT naphtha for industry,EU oil,IT naphtha for industry,naphtha for industry,True,,,IT process emissions
LT naphtha for industry,EU oil,LT naphtha for industry,naphtha for industry,True,,,LT process emissions
LU naphtha for industry,EU oil,LU naphtha for industry,naphtha for industry,True,,,LU process emissions
LV naphtha for industry,EU oil,LV naphtha for industry,naphtha for industry,True,,,LV process emissions
ME naphtha for industry,EU oil,ME naphtha for industry,naphtha for industry,True,,,ME process emissions
MK naphtha for industry,EU oil,MK naphtha for industry,naphtha for industry,True,,,MK process emissions
NL naphtha for industry,EU oil,NL naphtha for industry,naphtha for industry,True,,,NL process emissions
NO naphtha for industry,EU oil,NO naphtha for industry,naphtha for industry,True,,,NO process emissions
PL naphtha for industry,EU oil,PL naphtha for industry,naphtha for industry,True,,,PL process emissions
PT naphtha for industry,EU oil,PT naphtha for industry,naphtha for industry,True,,,PT process emissions
RO naphtha for industry,EU oil,RO naphtha for industry,naphtha for industry,True,,,RO process emissions
RS naphtha for industry,EU oil,RS naphtha for industry,naphtha for industry,True,,,RS process emissions
SE naphtha for industry,EU oil,SE naphtha for industry,naphtha for industry,True,,,SE process emissions
SI naphtha for industry,EU oil,SI naphtha for industry,naphtha for industry,True,,,SI process emissions
SK naphtha for industry,EU oil,SK naphtha for industry,naphtha for industry,True,,,SK process emissions
XK naphtha for industry,EU oil,XK naphtha for industry,naphtha for industry,True,,,XK process emissions
AL HVC to air,AL non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
AT HVC to air,AT non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
BA HVC to air,BA non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
BE HVC to air,BE non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
BG HVC to air,BG non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
CH HVC to air,CH non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
CZ HVC to air,CZ non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
DE HVC to air,DE non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
DK HVC to air,DK non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
EE HVC to air,EE non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
ES HVC to air,ES non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
FI HVC to air,FI non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
FR HVC to air,FR non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
GB HVC to air,GB non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
GBI HVC to air,GBI non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
GR HVC to air,GR non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
HR HVC to air,HR non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
HU HVC to air,HU non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
IE HVC to air,IE non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
IT HVC to air,IT non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
LT HVC to air,LT non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
LU HVC to air,LU non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
LV HVC to air,LV non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
ME HVC to air,ME non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
MK HVC to air,MK non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
NL HVC to air,NL non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
NO HVC to air,NO non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
PL HVC to air,PL non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
PT HVC to air,PT non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
RO HVC to air,RO non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
RS HVC to air,RS non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
SE HVC to air,SE non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
SI HVC to air,SI non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
SK HVC to air,SK non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
XK HVC to air,XK non-sequestered HVC,co2 atmosphere,HVC to air,True,,,
AL process emissions,AL process emissions,co2 atmosphere,process emissions,True,,,
AT process emissions,AT process emissions,co2 atmosphere,process emissions,True,,,
BA process emissions,BA process emissions,co2 atmosphere,process emissions,True,,,
BE process emissions,BE process emissions,co2 atmosphere,process emissions,True,,,
BG process emissions,BG process emissions,co2 atmosphere,process emissions,True,,,
CH process emissions,CH process emissions,co2 atmosphere,process emissions,True,,,
CZ process emissions,CZ process emissions,co2 atmosphere,process emissions,True,,,
DE process emissions,DE process emissions,co2 atmosphere,process emissions,True,,,
DK process emissions,DK process emissions,co2 atmosphere,process emissions,True,,,
EE process emissions,EE process emissions,co2 atmosphere,process emissions,True,,,
ES process emissions,ES process emissions,co2 atmosphere,process emissions,True,,,
FI process emissions,FI process emissions,co2 atmosphere,process emissions,True,,,
FR process emissions,FR process emissions,co2 atmosphere,process emissions,True,,,
GB process emissions,GB process emissions,co2 atmosphere,process emissions,True,,,
GBI process emissions,GBI process emissions,co2 atmosphere,process emissions,True,,,
GR process emissions,GR process emissions,co2 atmosphere,process emissions,True,,,
HR process emissions,HR process emissions,co2 atmosphere,process emissions,True,,,
HU process emissions,HU process emissions,co2 atmosphere,process emissions,True,,,
IE process emissions,IE process emissions,co2 atmosphere,process emissions,True,,,
IT process emissions,IT process emissions,co2 atmosphere,process emissions,True,,,
LT process emissions,LT process emissions,co2 atmosphere,process emissions,True,,,
LU process emissions,LU process emissions,co2 atmosphere,process emissions,True,,,
LV process emissions,LV process emissions,co2 atmosphere,process emissions,True,,,
ME process emissions,ME process emissions,co2 atmosphere,process emissions,True,,,
MK process emissions,MK process emissions,co2 atmosphere,process emissions,True,,,
NL process emissions,NL process emissions,co2 atmosphere,process emissions,True,,,
NO process emissions,NO process emissions,co2 atmosphere,process emissions,True,,,
PL process emissions,PL process emissions,co2 atmosphere,process emissions,True,,,
PT process emissions,PT process emissions,co2 atmosphere,process emissions,True,,,
RO process emissions,RO process emissions,co2 atmosphere,process emissions,True,,,
RS process emissions,RS process emissions,co2 atmosphere,process emissions,True,,,
SE process emissions,SE process emissions,co2 atmosphere,process emissions,True,,,
SI process emissions,SI process emissions,co2 atmosphere,process emissions,True,,,
SK process emissions,SK process emissions,co2 atmosphere,process emissions,True,,,
XK process emissions,XK process emissions,co2 atmosphere,process emissions,True,,,
AL process emissions CC,AL process emissions,co2 atmosphere,process emissions CC,True,,,AL co2 stored
AT process emissions CC,AT process emissions,co2 atmosphere,process emissions CC,True,,,AT co2 stored
BA process emissions CC,BA process emissions,co2 atmosphere,process emissions CC,True,,,BA co2 stored
BE process emissions CC,BE process emissions,co2 atmosphere,process emissions CC,True,,,BE co2 stored
BG process emissions CC,BG process emissions,co2 atmosphere,process emissions CC,True,,,BG co2 stored
CH process emissions CC,CH process emissions,co2 atmosphere,process emissions CC,True,,,CH co2 stored
CZ process emissions CC,CZ process emissions,co2 atmosphere,process emissions CC,True,,,CZ co2 stored
DE process emissions CC,DE process emissions,co2 atmosphere,process emissions CC,True,,,DE co2 stored
DK process emissions CC,DK process emissions,co2 atmosphere,process emissions CC,True,,,DK co2 stored
EE process emissions CC,EE process emissions,co2 atmosphere,process emissions CC,True,,,EE co2 stored
ES process emissions CC,ES process emissions,co2 atmosphere,process emissions CC,True,,,ES co2 stored
FI process emissions CC,FI process emissions,co2 atmosphere,process emissions CC,True,,,FI co2 stored
FR process emissions CC,FR process emissions,co2 atmosphere,process emissions CC,True,,,FR co2 stored
GB process emissions CC,GB process emissions,co2 atmosphere,process emissions CC,True,,,GB co2 stored
GBI process emissions CC,GBI process emissions,co2 atmosphere,process emissions CC,True,,,GBI co2 stored
GR process emissions CC,GR process emissions,co2 atmosphere,process emissions CC,True,,,GR co2 stored
HR process emissions CC,HR process emissions,co2 atmosphere,process emissions CC,True,,,HR co2 stored
HU process emissions CC,HU process emissions,co2 atmosphere,process emissions CC,True,,,HU co2 stored
IE process emissions CC,IE process emissions,co2 atmosphere,process emissions CC,True,,,IE co2 stored
IT process emissions CC,IT process emissions,co2 atmosphere,process emissions CC,True,,,IT co2 stored
LT process emissions CC,LT process emissions,co2 atmosphere,process emissions CC,True,,,LT co2 stored
LU process emissions CC,LU process emissions,co2 atmosphere,process emissions CC,True,,,LU co2 stored
LV process emissions CC,LV process emissions,co2 atmosphere,process emissions CC,True,,,LV co2 stored
ME process emissions CC,ME process emissions,co2 atmosphere,process emissions CC,True,,,ME co2 stored
MK process emissions CC,MK process emissions,co2 atmosphere,process emissions CC,True,,,MK co2 stored
NL process emissions CC,NL process emissions,co2 atmosphere,process emissions CC,True,,,NL co2 stored
NO process emissions CC,NO process emissions,co2 atmosphere,process emissions CC,True,,,NO co2 stored
PL process emissions CC,PL process emissions,co2 atmosphere,process emissions CC,True,,,PL co2 stored
PT process emissions CC,PT process emissions,co2 atmosphere,process emissions CC,True,,,PT co2 stored
RO process emissions CC,RO process emissions,co2 atmosphere,process emissions CC,True,,,RO co2 stored
RS process emissions CC,RS process emissions,co2 atmosphere,process emissions CC,True,,,RS co2 stored
SE process emissions CC,SE process emissions,co2 atmosphere,process emissions CC,True,,,SE co2 stored
SI process emissions CC,SI process emissions,co2 atmosphere,process emissions CC,True,,,SI co2 stored
SK process emissions CC,SK process emissions,co2 atmosphere,process emissions CC,True,,,SK co2 stored
XK process emissions CC,XK process emissions,co2 atmosphere,process emissions CC,True,,,XK co2 stored
EU coal for industry,EU coal,EU coal for industry,coal for industry,True,,,co2 atmosphere
AL H2 liquefaction,AL H2,AL H2 liquid,H2 liquefaction,True,,,
AT H2 liquefaction,AT H2,AT H2 liquid,H2 liquefaction,True,,,
BA H2 liquefaction,BA H2,BA H2 liquid,H2 liquefaction,True,,,
BE H2 liquefaction,BE H2,BE H2 liquid,H2 liquefaction,True,,,
BG H2 liquefaction,BG H2,BG H2 liquid,H2 liquefaction,True,,,
CH H2 liquefaction,CH H2,CH H2 liquid,H2 liquefaction,True,,,
CZ H2 liquefaction,CZ H2,CZ H2 liquid,H2 liquefaction,True,,,
DE H2 liquefaction,DE H2,DE H2 liquid,H2 liquefaction,True,,,
DK H2 liquefaction,DK H2,DK H2 liquid,H2 liquefaction,True,,,
EE H2 liquefaction,EE H2,EE H2 liquid,H2 liquefaction,True,,,
ES H2 liquefaction,ES H2,ES H2 liquid,H2 liquefaction,True,,,
FI H2 liquefaction,FI H2,FI H2 liquid,H2 liquefaction,True,,,
FR H2 liquefaction,FR H2,FR H2 liquid,H2 liquefaction,True,,,
GB H2 liquefaction,GB H2,GB H2 liquid,H2 liquefaction,True,,,
GBI H2 liquefaction,GBI H2,GBI H2 liquid,H2 liquefaction,True,,,
GR H2 liquefaction,GR H2,GR H2 liquid,H2 liquefaction,True,,,
HR H2 liquefaction,HR H2,HR H2 liquid,H2 liquefaction,True,,,
HU H2 liquefaction,HU H2,HU H2 liquid,H2 liquefaction,True,,,
IE H2 liquefaction,IE H2,IE H2 liquid,H2 liquefaction,True,,,
IT H2 liquefaction,IT H2,IT H2 liquid,H2 liquefaction,True,,,
LT H2 liquefaction,LT H2,LT H2 liquid,H2 liquefaction,True,,,
LU H2 liquefaction,LU H2,LU H2 liquid,H2 liquefaction,True,,,
LV H2 liquefaction,LV H2,LV H2 liquid,H2 liquefaction,True,,,
ME H2 liquefaction,ME H2,ME H2 liquid,H2 liquefaction,True,,,
MK H2 liquefaction,MK H2,MK H2 liquid,H2 liquefaction,True,,,
NL H2 liquefaction,NL H2,NL H2 liquid,H2 liquefaction,True,,,
NO H2 liquefaction,NO H2,NO H2 liquid,H2 liquefaction,True,,,
PL H2 liquefaction,PL H2,PL H2 liquid,H2 liquefaction,True,,,
PT H2 liquefaction,PT H2,PT H2 liquid,H2 liquefaction,True,,,
RO H2 liquefaction,RO H2,RO H2 liquid,H2 liquefaction,True,,,
RS H2 liquefaction,RS H2,RS H2 liquid,H2 liquefaction,True,,,
SE H2 liquefaction,SE H2,SE H2 liquid,H2 liquefaction,True,,,
SI H2 liquefaction,SI H2,SI H2 liquid,H2 liquefaction,True,,,
SK H2 liquefaction,SK H2,SK H2 liquid,H2 liquefaction,True,,,
XK H2 liquefaction,XK H2,XK H2 liquid,H2 liquefaction,True,,,
AL shipping methanol,EU methanol,AL shipping methanol,shipping methanol,True,,,co2 atmosphere
AT shipping methanol,EU methanol,AT shipping methanol,shipping methanol,True,,,co2 atmosphere
BA shipping methanol,EU methanol,BA shipping methanol,shipping methanol,True,,,co2 atmosphere
BE shipping methanol,EU methanol,BE shipping methanol,shipping methanol,True,,,co2 atmosphere
BG shipping methanol,EU methanol,BG shipping methanol,shipping methanol,True,,,co2 atmosphere
CH shipping methanol,EU methanol,CH shipping methanol,shipping methanol,True,,,co2 atmosphere
CZ shipping methanol,EU methanol,CZ shipping methanol,shipping methanol,True,,,co2 atmosphere
DE shipping methanol,EU methanol,DE shipping methanol,shipping methanol,True,,,co2 atmosphere
DK shipping methanol,EU methanol,DK shipping methanol,shipping methanol,True,,,co2 atmosphere
EE shipping methanol,EU methanol,EE shipping methanol,shipping methanol,True,,,co2 atmosphere
ES shipping methanol,EU methanol,ES shipping methanol,shipping methanol,True,,,co2 atmosphere
FI shipping methanol,EU methanol,FI shipping methanol,shipping methanol,True,,,co2 atmosphere
FR shipping methanol,EU methanol,FR shipping methanol,shipping methanol,True,,,co2 atmosphere
GB shipping methanol,EU methanol,GB shipping methanol,shipping methanol,True,,,co2 atmosphere
GBI shipping methanol,EU methanol,GBI shipping methanol,shipping methanol,True,,,co2 atmosphere
GR shipping methanol,EU methanol,GR shipping methanol,shipping methanol,True,,,co2 atmosphere
HR shipping methanol,EU methanol,HR shipping methanol,shipping methanol,True,,,co2 atmosphere
HU shipping methanol,EU methanol,HU shipping methanol,shipping methanol,True,,,co2 atmosphere
IE shipping methanol,EU methanol,IE shipping methanol,shipping methanol,True,,,co2 atmosphere
IT shipping methanol,EU methanol,IT shipping methanol,shipping methanol,True,,,co2 atmosphere
LT shipping methanol,EU methanol,LT shipping methanol,shipping methanol,True,,,co2 atmosphere
LU shipping methanol,EU methanol,LU shipping methanol,shipping methanol,True,,,co2 atmosphere
LV shipping methanol,EU methanol,LV shipping methanol,shipping methanol,True,,,co2 atmosphere
ME shipping methanol,EU methanol,ME shipping methanol,shipping methanol,True,,,co2 atmosphere
MK shipping methanol,EU methanol,MK shipping methanol,shipping methanol,True,,,co2 atmosphere
NL shipping methanol,EU methanol,NL shipping methanol,shipping methanol,True,,,co2 atmosphere
NO shipping methanol,EU methanol,NO shipping methanol,shipping methanol,True,,,co2 atmosphere
PL shipping methanol,EU methanol,PL shipping methanol,shipping methanol,True,,,co2 atmosphere
PT shipping methanol,EU methanol,PT shipping methanol,shipping methanol,True,,,co2 atmosphere
RO shipping methanol,EU methanol,RO shipping methanol,shipping methanol,True,,,co2 atmosphere
RS shipping methanol,EU methanol,RS shipping methanol,shipping methanol,True,,,co2 atmosphere
SE shipping methanol,EU methanol,SE shipping methanol,shipping methanol,True,,,co2 atmosphere
SI shipping methanol,EU methanol,SI shipping methanol,shipping methanol,True,,,co2 atmosphere
SK shipping methanol,EU methanol,SK shipping methanol,shipping methanol,True,,,co2 atmosphere
XK shipping methanol,EU methanol,XK shipping methanol,shipping methanol,True,,,co2 atmosphere
AL shipping oil,EU oil,AL shipping oil,shipping oil,True,,,co2 atmosphere
AT shipping oil,EU oil,AT shipping oil,shipping oil,True,,,co2 atmosphere
BA shipping oil,EU oil,BA shipping oil,shipping oil,True,,,co2 atmosphere
BE shipping oil,EU oil,BE shipping oil,shipping oil,True,,,co2 atmosphere
BG shipping oil,EU oil,BG shipping oil,shipping oil,True,,,co2 atmosphere
CH shipping oil,EU oil,CH shipping oil,shipping oil,True,,,co2 atmosphere
CZ shipping oil,EU oil,CZ shipping oil,shipping oil,True,,,co2 atmosphere
DE shipping oil,EU oil,DE shipping oil,shipping oil,True,,,co2 atmosphere
DK shipping oil,EU oil,DK shipping oil,shipping oil,True,,,co2 atmosphere
EE shipping oil,EU oil,EE shipping oil,shipping oil,True,,,co2 atmosphere
ES shipping oil,EU oil,ES shipping oil,shipping oil,True,,,co2 atmosphere
FI shipping oil,EU oil,FI shipping oil,shipping oil,True,,,co2 atmosphere
FR shipping oil,EU oil,FR shipping oil,shipping oil,True,,,co2 atmosphere
GB shipping oil,EU oil,GB shipping oil,shipping oil,True,,,co2 atmosphere
GBI shipping oil,EU oil,GBI shipping oil,shipping oil,True,,,co2 atmosphere
GR shipping oil,EU oil,GR shipping oil,shipping oil,True,,,co2 atmosphere
HR shipping oil,EU oil,HR shipping oil,shipping oil,True,,,co2 atmosphere
HU shipping oil,EU oil,HU shipping oil,shipping oil,True,,,co2 atmosphere
IE shipping oil,EU oil,IE shipping oil,shipping oil,True,,,co2 atmosphere
IT shipping oil,EU oil,IT shipping oil,shipping oil,True,,,co2 atmosphere
LT shipping oil,EU oil,LT shipping oil,shipping oil,True,,,co2 atmosphere
LU shipping oil,EU oil,LU shipping oil,shipping oil,True,,,co2 atmosphere
LV shipping oil,EU oil,LV shipping oil,shipping oil,True,,,co2 atmosphere
ME shipping oil,EU oil,ME shipping oil,shipping oil,True,,,co2 atmosphere
MK shipping oil,EU oil,MK shipping oil,shipping oil,True,,,co2 atmosphere
NL shipping oil,EU oil,NL shipping oil,shipping oil,True,,,co2 atmosphere
NO shipping oil,EU oil,NO shipping oil,shipping oil,True,,,co2 atmosphere
PL shipping oil,EU oil,PL shipping oil,shipping oil,True,,,co2 atmosphere
PT shipping oil,EU oil,PT shipping oil,shipping oil,True,,,co2 atmosphere
RO shipping oil,EU oil,RO shipping oil,shipping oil,True,,,co2 atmosphere
RS shipping oil,EU oil,RS shipping oil,shipping oil,True,,,co2 atmosphere
SE shipping oil,EU oil,SE shipping oil,shipping oil,True,,,co2 atmosphere
SI shipping oil,EU oil,SI shipping oil,shipping oil,True,,,co2 atmosphere
SK shipping oil,EU oil,SK shipping oil,shipping oil,True,,,co2 atmosphere
XK shipping oil,EU oil,XK shipping oil,shipping oil,True,,,co2 atmosphere
AL kerosene for aviation,EU oil,AL kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
AT kerosene for aviation,EU oil,AT kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
BA kerosene for aviation,EU oil,BA kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
BE kerosene for aviation,EU oil,BE kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
BG kerosene for aviation,EU oil,BG kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
CH kerosene for aviation,EU oil,CH kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
CZ kerosene for aviation,EU oil,CZ kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
DE kerosene for aviation,EU oil,DE kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
DK kerosene for aviation,EU oil,DK kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
EE kerosene for aviation,EU oil,EE kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
ES kerosene for aviation,EU oil,ES kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
FI kerosene for aviation,EU oil,FI kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
FR kerosene for aviation,EU oil,FR kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
GB kerosene for aviation,EU oil,GB kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
GBI kerosene for aviation,EU oil,GBI kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
GR kerosene for aviation,EU oil,GR kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
HR kerosene for aviation,EU oil,HR kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
HU kerosene for aviation,EU oil,HU kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
IE kerosene for aviation,EU oil,IE kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
IT kerosene for aviation,EU oil,IT kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
LT kerosene for aviation,EU oil,LT kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
LU kerosene for aviation,EU oil,LU kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
LV kerosene for aviation,EU oil,LV kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
ME kerosene for aviation,EU oil,ME kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
MK kerosene for aviation,EU oil,MK kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
NL kerosene for aviation,EU oil,NL kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
NO kerosene for aviation,EU oil,NO kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
PL kerosene for aviation,EU oil,PL kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
PT kerosene for aviation,EU oil,PT kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
RO kerosene for aviation,EU oil,RO kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
RS kerosene for aviation,EU oil,RS kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
SE kerosene for aviation,EU oil,SE kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
SI kerosene for aviation,EU oil,SI kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
SK kerosene for aviation,EU oil,SK kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
XK kerosene for aviation,EU oil,XK kerosene for aviation,kerosene for aviation,True,,,co2 atmosphere
AL methanol-to-kerosene,EU methanol,AL methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,AL H2
AT methanol-to-kerosene,EU methanol,AT methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,AT H2
BA methanol-to-kerosene,EU methanol,BA methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,BA H2
BE methanol-to-kerosene,EU methanol,BE methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,BE H2
BG methanol-to-kerosene,EU methanol,BG methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,BG H2
CH methanol-to-kerosene,EU methanol,CH methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,CH H2
CZ methanol-to-kerosene,EU methanol,CZ methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,CZ H2
DE methanol-to-kerosene,EU methanol,DE methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,DE H2
DK methanol-to-kerosene,EU methanol,DK methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,DK H2
EE methanol-to-kerosene,EU methanol,EE methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,EE H2
ES methanol-to-kerosene,EU methanol,ES methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,ES H2
FI methanol-to-kerosene,EU methanol,FI methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,FI H2
FR methanol-to-kerosene,EU methanol,FR methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,FR H2
GB methanol-to-kerosene,EU methanol,GB methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,GB H2
GBI methanol-to-kerosene,EU methanol,GBI methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,GBI H2
GR methanol-to-kerosene,EU methanol,GR methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,GR H2
HR methanol-to-kerosene,EU methanol,HR methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,HR H2
HU methanol-to-kerosene,EU methanol,HU methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,HU H2
IE methanol-to-kerosene,EU methanol,IE methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,IE H2
IT methanol-to-kerosene,EU methanol,IT methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,IT H2
LT methanol-to-kerosene,EU methanol,LT methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,LT H2
LU methanol-to-kerosene,EU methanol,LU methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,LU H2
LV methanol-to-kerosene,EU methanol,LV methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,LV H2
ME methanol-to-kerosene,EU methanol,ME methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,ME H2
MK methanol-to-kerosene,EU methanol,MK methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,MK H2
NL methanol-to-kerosene,EU methanol,NL methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,NL H2
NO methanol-to-kerosene,EU methanol,NO methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,NO H2
PL methanol-to-kerosene,EU methanol,PL methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,PL H2
PT methanol-to-kerosene,EU methanol,PT methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,PT H2
RO methanol-to-kerosene,EU methanol,RO methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,RO H2
RS methanol-to-kerosene,EU methanol,RS methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,RS H2
SE methanol-to-kerosene,EU methanol,SE methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,SE H2
SI methanol-to-kerosene,EU methanol,SI methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,SI H2
SK methanol-to-kerosene,EU methanol,SK methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,SK H2
XK methanol-to-kerosene,EU methanol,XK methanol kerosene for aviation,methanol-to-kerosene,True,,co2 atmosphere,XK H2
AL agriculture machinery oil,EU oil,AL agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
AT agriculture machinery oil,EU oil,AT agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
BA agriculture machinery oil,EU oil,BA agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
BE agriculture machinery oil,EU oil,BE agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
BG agriculture machinery oil,EU oil,BG agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
CH agriculture machinery oil,EU oil,CH agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
CZ agriculture machinery oil,EU oil,CZ agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
DE agriculture machinery oil,EU oil,DE agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
DK agriculture machinery oil,EU oil,DK agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
EE agriculture machinery oil,EU oil,EE agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
ES agriculture machinery oil,EU oil,ES agriculture machinery oil,agriculture machinery oil,True,,,co2 atmosphere
