Link,bus0,bus1,carrier,p_nom_extendable,bus4,bus3,bus2
H2 pipeline BE -> FR,BE H2,FR H2,H2 pipeline,True,,,BE
H2 pipeline BE -> GB,BE H2,GB H2,H2 pipeline,True,,,BE
H2 pipeline BE -> LU,BE H2,LU H2,H2 pipeline,True,,,BE
H2 pipeline BE -> NL,BE H2,NL H2,H2 pipeline,True,,,BE
H2 pipeline BE -> NO,BE H2,NO H2,H2 pipeline,True,,,BE
H2 pipeline BG -> GR,BG H2,GR H2,H2 pipeline,True,,,BG
H2 pipeline BG -> MK,BG H2,MK H2,H2 pipeline,True,,,BG
H2 pipeline BG -> RO,BG H2,RO H2,H2 pipeline,True,,,BG
H2 pipeline BG -> RS,BG H2,RS H2,H2 pipeline,True,,,BG
H2 pipeline CH -> DE,CH H2,DE H2,H2 pipeline,True,,,CH
H2 pipeline CH -> FR,CH H2,FR H2,H2 pipeline,True,,,CH
H2 pipeline CH -> IT,CH H2,IT H2,H2 pipeline,True,,,CH
H2 pipeline CZ -> DE,CZ H2,DE H2,H2 pipeline,True,,,CZ
H2 pipeline CZ -> PL,CZ H2,PL H2,H2 pipeline,True,,,CZ
H2 pipeline CZ -> SK,CZ H2,SK H2,H2 pipeline,True,,,CZ
H2 pipeline DE -> DK,DE H2,DK H2,H2 pipeline,True,,,DE
H2 pipeline DE -> FR,DE H2,FR H2,H2 pipeline,True,,,DE
H2 pipeline DE -> GB,DE H2,GB H2,H2 pipeline,True,,,DE
H2 pipeline DE -> LU,DE H2,LU H2,H2 pipeline,True,,,DE
H2 pipeline DE -> NL,DE H2,NL H2,H2 pipeline,True,,,DE
H2 pipeline DE -> NO,DE H2,NO H2,H2 pipeline,True,,,DE
H2 pipeline DE -> PL,DE H2,PL H2,H2 pipeline,True,,,DE
H2 pipeline DE -> SE,DE H2,SE H2,H2 pipeline,True,,,DE
H2 pipeline DK -> GB,DK H2,GB H2,H2 pipeline,True,,,DK
H2 pipeline DK -> NL,DK H2,NL H2,H2 pipeline,True,,,DK
H2 pipeline DK -> NO,DK H2,NO H2,H2 pipeline,True,,,DK
H2 pipeline DK -> SE,DK H2,SE H2,H2 pipeline,True,,,DK
H2 pipeline EE -> FI,EE H2,FI H2,H2 pipeline,True,,,EE
H2 pipeline EE -> LV,EE H2,LV H2,H2 pipeline,True,,,EE
H2 pipeline ES -> FR,ES H2,FR H2,H2 pipeline,True,,,ES
H2 pipeline ES -> PT,ES H2,PT H2,H2 pipeline,True,,,ES
H2 pipeline FI -> NO,FI H2,NO H2,H2 pipeline,True,,,FI
H2 pipeline FI -> SE,FI H2,SE H2,H2 pipeline,True,,,FI
H2 pipeline FR -> GB,FR H2,GB H2,H2 pipeline,True,,,FR
H2 pipeline FR -> IE,FR H2,IE H2,H2 pipeline,True,,,FR
H2 pipeline FR -> IT,FR H2,IT H2,H2 pipeline,True,,,FR
H2 pipeline FR -> LU,FR H2,LU H2,H2 pipeline,True,,,FR
H2 pipeline FR -> NO,FR H2,NO H2,H2 pipeline,True,,,FR
H2 pipeline GB -> GBI,GB H2,GBI H2,H2 pipeline,True,,,GB
H2 pipeline GB -> IE,GB H2,IE H2,H2 pipeline,True,,,GB
H2 pipeline GB -> NL,GB H2,NL H2,H2 pipeline,True,,,GB
H2 pipeline GB -> NO,GB H2,NO H2,H2 pipeline,True,,,GB
H2 pipeline GR -> IT,GR H2,IT H2,H2 pipeline,True,,,GR
H2 pipeline GR -> MK,GR H2,MK H2,H2 pipeline,True,,,GR
H2 pipeline HR -> HU,HR H2,HU H2,H2 pipeline,True,,,HR
H2 pipeline HR -> RS,HR H2,RS H2,H2 pipeline,True,,,HR
H2 pipeline HR -> SI,HR H2,SI H2,H2 pipeline,True,,,HR
H2 pipeline HU -> RO,HU H2,RO H2,H2 pipeline,True,,,HU
H2 pipeline HU -> RS,HU H2,RS H2,H2 pipeline,True,,,HU
H2 pipeline HU -> SI,HU H2,SI H2,H2 pipeline,True,,,HU
H2 pipeline HU -> SK,HU H2,SK H2,H2 pipeline,True,,,HU
H2 pipeline IT -> ME,IT H2,ME H2,H2 pipeline,True,,,IT
H2 pipeline IT -> SI,IT H2,SI H2,H2 pipeline,True,,,IT
H2 pipeline LT -> LV,LT H2,LV H2,H2 pipeline,True,,,LT
H2 pipeline LT -> PL,LT H2,PL H2,H2 pipeline,True,,,LT
H2 pipeline LT -> SE,LT H2,SE H2,H2 pipeline,True,,,LT
H2 pipeline ME -> RS,ME H2,RS H2,H2 pipeline,True,,,ME
H2 pipeline ME -> XK,ME H2,XK H2,H2 pipeline,True,,,ME
H2 pipeline MK -> RS,MK H2,RS H2,H2 pipeline,True,,,MK
H2 pipeline MK -> XK,MK H2,XK H2,H2 pipeline,True,,,MK
H2 pipeline NL -> NO,NL H2,NO H2,H2 pipeline,True,,,NL
H2 pipeline NO -> SE,NO H2,SE H2,H2 pipeline,True,,,NO
H2 pipeline PL -> SE,PL H2,SE H2,H2 pipeline,True,,,PL
H2 pipeline PL -> SK,PL H2,SK H2,H2 pipeline,True,,,PL
H2 pipeline RO -> RS,RO H2,RS H2,H2 pipeline,True,,,RO
H2 pipeline RS -> XK,RS H2,XK H2,H2 pipeline,True,,,RS
AL Sabatier,AL H2,AL gas,Sabatier,True,,AL urban central heat,AL co2 stored
AT Sabatier,AT H2,AT gas,Sabatier,True,,AT urban central heat,AT co2 stored
BA Sabatier,BA H2,BA gas,Sabatier,True,,BA urban central heat,BA co2 stored
BE Sabatier,BE H2,BE gas,Sabatier,True,,BE urban central heat,BE co2 stored
BG Sabatier,BG H2,BG gas,Sabatier,True,,BG urban central heat,BG co2 stored
CH Sabatier,CH H2,CH gas,Sabatier,True,,CH urban central heat,CH co2 stored
CZ Sabatier,CZ H2,CZ gas,Sabatier,True,,CZ urban central heat,CZ co2 stored
DE Sabatier,DE H2,DE gas,Sabatier,True,,DE urban central heat,DE co2 stored
DK Sabatier,DK H2,DK gas,Sabatier,True,,DK urban central heat,DK co2 stored
EE Sabatier,EE H2,EE gas,Sabatier,True,,EE urban central heat,EE co2 stored
ES Sabatier,ES H2,ES gas,Sabatier,True,,ES urban central heat,ES co2 stored
FI Sabatier,FI H2,FI gas,Sabatier,True,,FI urban central heat,FI co2 stored
FR Sabatier,FR H2,FR gas,Sabatier,True,,FR urban central heat,FR co2 stored
GB Sabatier,GB H2,GB gas,Sabatier,True,,GB urban central heat,GB co2 stored
GBI Sabatier,GBI H2,GBI gas,Sabatier,True,,GBI urban central heat,GBI co2 stored
GR Sabatier,GR H2,GR gas,Sabatier,True,,GR urban central heat,GR co2 stored
HR Sabatier,HR H2,HR gas,Sabatier,True,,HR urban central heat,HR co2 stored
HU Sabatier,HU H2,HU gas,Sabatier,True,,HU urban central heat,HU co2 stored
IE Sabatier,IE H2,IE gas,Sabatier,True,,IE urban central heat,IE co2 stored
IT Sabatier,IT H2,IT gas,Sabatier,True,,IT urban central heat,IT co2 stored
LT Sabatier,LT H2,LT gas,Sabatier,True,,LT urban central heat,LT co2 stored
LU Sabatier,LU H2,LU gas,Sabatier,True,,LU urban central heat,LU co2 stored
LV Sabatier,LV H2,LV gas,Sabatier,True,,LV urban central heat,LV co2 stored
ME Sabatier,ME H2,ME gas,Sabatier,True,,ME urban central heat,ME co2 stored
MK Sabatier,MK H2,MK gas,Sabatier,True,,MK urban central heat,MK co2 stored
NL Sabatier,NL H2,NL gas,Sabatier,True,,NL urban central heat,NL co2 stored
NO Sabatier,NO H2,NO gas,Sabatier,True,,NO urban central heat,NO co2 stored
PL Sabatier,PL H2,PL gas,Sabatier,True,,PL urban central heat,PL co2 stored
PT Sabatier,PT H2,PT gas,Sabatier,True,,PT urban central heat,PT co2 stored
RO Sabatier,RO H2,RO gas,Sabatier,True,,RO urban central heat,RO co2 stored
RS Sabatier,RS H2,RS gas,Sabatier,True,,RS urban central heat,RS co2 stored
SE Sabatier,SE H2,SE gas,Sabatier,True,,SE urban central heat,SE co2 stored
SI Sabatier,SI H2,SI gas,Sabatier,True,,SI urban central heat,SI co2 stored
SK Sabatier,SK H2,SK gas,Sabatier,True,,SK urban central heat,SK co2 stored
XK Sabatier,XK H2,XK gas,Sabatier,True,,XK urban central heat,XK co2 stored
AL SMR CC,AL gas,AL H2,SMR CC,True,,AL co2 stored,co2 atmosphere
AT SMR CC,AT gas,AT H2,SMR CC,True,,AT co2 stored,co2 atmosphere
BA SMR CC,BA gas,BA H2,SMR CC,True,,BA co2 stored,co2 atmosphere
BE SMR CC,BE gas,BE H2,SMR CC,True,,BE co2 stored,co2 atmosphere
BG SMR CC,BG gas,BG H2,SMR CC,True,,BG co2 stored,co2 atmosphere
CH SMR CC,CH gas,CH H2,SMR CC,True,,CH co2 stored,co2 atmosphere
CZ SMR CC,CZ gas,CZ H2,SMR CC,True,,CZ co2 stored,co2 atmosphere
DE SMR CC,DE gas,DE H2,SMR CC,True,,DE co2 stored,co2 atmosphere
DK SMR CC,DK gas,DK H2,SMR CC,True,,DK co2 stored,co2 atmosphere
EE SMR CC,EE gas,EE H2,SMR CC,True,,EE co2 stored,co2 atmosphere
ES SMR CC,ES gas,ES H2,SMR CC,True,,ES co2 stored,co2 atmosphere
FI SMR CC,FI gas,FI H2,SMR CC,True,,FI co2 stored,co2 atmosphere
FR SMR CC,FR gas,FR H2,SMR CC,True,,FR co2 stored,co2 atmosphere
GB SMR CC,GB gas,GB H2,SMR CC,True,,GB co2 stored,co2 atmosphere
GBI SMR CC,GBI gas,GBI H2,SMR CC,True,,GBI co2 stored,co2 atmosphere
GR SMR CC,GR gas,GR H2,SMR CC,True,,GR co2 stored,co2 atmosphere
HR SMR CC,HR gas,HR H2,SMR CC,True,,HR co2 stored,co2 atmosphere
HU SMR CC,HU gas,HU H2,SMR CC,True,,HU co2 stored,co2 atmosphere
IE SMR CC,IE gas,IE H2,SMR CC,True,,IE co2 stored,co2 atmosphere
IT SMR CC,IT gas,IT H2,SMR CC,True,,IT co2 stored,co2 atmosphere
LT SMR CC,LT gas,LT H2,SMR CC,True,,LT co2 stored,co2 atmosphere
LU SMR CC,LU gas,LU H2,SMR CC,True,,LU co2 stored,co2 atmosphere
LV SMR CC,LV gas,LV H2,SMR CC,True,,LV co2 stored,co2 atmosphere
ME SMR CC,ME gas,ME H2,SMR CC,True,,ME co2 stored,co2 atmosphere
MK SMR CC,MK gas,MK H2,SMR CC,True,,MK co2 stored,co2 atmosphere
NL SMR CC,NL gas,NL H2,SMR CC,True,,NL co2 stored,co2 atmosphere
NO SMR CC,NO gas,NO H2,SMR CC,True,,NO co2 stored,co2 atmosphere
PL SMR CC,PL gas,PL H2,SMR CC,True,,PL co2 stored,co2 atmosphere
PT SMR CC,PT gas,PT H2,SMR CC,True,,PT co2 stored,co2 atmosphere
RO SMR CC,RO gas,RO H2,SMR CC,True,,RO co2 stored,co2 atmosphere
RS SMR CC,RS gas,RS H2,SMR CC,True,,RS co2 stored,co2 atmosphere
SE SMR CC,SE gas,SE H2,SMR CC,True,,SE co2 stored,co2 atmosphere
SI SMR CC,SI gas,SI H2,SMR CC,True,,SI co2 stored,co2 atmosphere
SK SMR CC,SK gas,SK H2,SMR CC,True,,SK co2 stored,co2 atmosphere
XK SMR CC,XK gas,XK H2,SMR CC,True,,XK co2 stored,co2 atmosphere
AL SMR,AL gas,AL H2,SMR,True,,,co2 atmosphere
AT SMR,AT gas,AT H2,SMR,True,,,co2 atmosphere
BA SMR,BA gas,BA H2,SMR,True,,,co2 atmosphere
BE SMR,BE gas,BE H2,SMR,True,,,co2 atmosphere
BG SMR,BG gas,BG H2,SMR,True,,,co2 atmosphere
CH SMR,CH gas,CH H2,SMR,True,,,co2 atmosphere
CZ SMR,CZ gas,CZ H2,SMR,True,,,co2 atmosphere
DE SMR,DE gas,DE H2,SMR,True,,,co2 atmosphere
DK SMR,DK gas,DK H2,SMR,True,,,co2 atmosphere
EE SMR,EE gas,EE H2,SMR,True,,,co2 atmosphere
ES SMR,ES gas,ES H2,SMR,True,,,co2 atmosphere
FI SMR,FI gas,FI H2,SMR,True,,,co2 atmosphere
FR SMR,FR gas,FR H2,SMR,True,,,co2 atmosphere
GB SMR,GB gas,GB H2,SMR,True,,,co2 atmosphere
GBI SMR,GBI gas,GBI H2,SMR,True,,,co2 atmosphere
GR SMR,GR gas,GR H2,SMR,True,,,co2 atmosphere
HR SMR,HR gas,HR H2,SMR,True,,,co2 atmosphere
HU SMR,HU gas,HU H2,SMR,True,,,co2 atmosphere
IE SMR,IE gas,IE H2,SMR,True,,,co2 atmosphere
IT SMR,IT gas,IT H2,SMR,True,,,co2 atmosphere
LT SMR,LT gas,LT H2,SMR,True,,,co2 atmosphere
LU SMR,LU gas,LU H2,SMR,True,,,co2 atmosphere
LV SMR,LV gas,LV H2,SMR,True,,,co2 atmosphere
ME SMR,ME gas,ME H2,SMR,True,,,co2 atmosphere
MK SMR,MK gas,MK H2,SMR,True,,,co2 atmosphere
NL SMR,NL gas,NL H2,SMR,True,,,co2 atmosphere
NO SMR,NO gas,NO H2,SMR,True,,,co2 atmosphere
PL SMR,PL gas,PL H2,SMR,True,,,co2 atmosphere
PT SMR,PT gas,PT H2,SMR,True,,,co2 atmosphere
RO SMR,RO gas,RO H2,SMR,True,,,co2 atmosphere
RS SMR,RS gas,RS H2,SMR,True,,,co2 atmosphere
SE SMR,SE gas,SE H2,SMR,True,,,co2 atmosphere
SI SMR,SI gas,SI H2,SMR,True,,,co2 atmosphere
SK SMR,SK gas,SK H2,SMR,True,,,co2 atmosphere
XK SMR,XK gas,XK H2,SMR,True,,,co2 atmosphere
AL battery charger,AL,AL battery,battery charger,True,,,
AT battery charger,AT,AT battery,battery charger,True,,,
BA battery charger,BA,BA battery,battery charger,True,,,
BE battery charger,BE,BE battery,battery charger,True,,,
BG battery charger,BG,BG battery,battery charger,True,,,
CH battery charger,CH,CH battery,battery charger,True,,,
CZ battery charger,CZ,CZ battery,battery charger,True,,,
DE battery charger,DE,DE battery,battery charger,True,,,
DK battery charger,DK,DK battery,battery charger,True,,,
EE battery charger,EE,EE battery,battery charger,True,,,
ES battery charger,ES,ES battery,battery charger,True,,,
FI battery charger,FI,FI battery,battery charger,True,,,
FR battery charger,FR,FR battery,battery charger,True,,,
GB battery charger,GB,GB battery,battery charger,True,,,
GBI battery charger,GBI,GBI battery,battery charger,True,,,
GR battery charger,GR,GR battery,battery charger,True,,,
HR battery charger,HR,HR battery,battery charger,True,,,
HU battery charger,HU,HU battery,battery charger,True,,,
IE battery charger,IE,IE battery,battery charger,True,,,
IT battery charger,IT,IT battery,battery charger,True,,,
LT battery charger,LT,LT battery,battery charger,True,,,
LU battery charger,LU,LU battery,battery charger,True,,,
LV battery charger,LV,LV battery,battery charger,True,,,
ME battery charger,ME,ME battery,battery charger,True,,,
MK battery charger,MK,MK battery,battery charger,True,,,
NL battery charger,NL,NL battery,battery charger,True,,,
NO battery charger,NO,NO battery,battery charger,True,,,
PL battery charger,PL,PL battery,battery charger,True,,,
PT battery charger,PT,PT battery,battery charger,True,,,
RO battery charger,RO,RO battery,battery charger,True,,,
RS battery charger,RS,RS battery,battery charger,True,,,
SE battery charger,SE,SE battery,battery charger,True,,,
SI battery charger,SI,SI battery,battery charger,True,,,
SK battery charger,SK,SK battery,battery charger,True,,,
XK battery charger,XK,XK battery,battery charger,True,,,
AL battery discharger,AL battery,AL,battery discharger,True,,,
AT battery discharger,AT battery,AT,battery discharger,True,,,
BA battery discharger,BA battery,BA,battery discharger,True,,,
BE battery discharger,BE battery,BE,battery discharger,True,,,
BG battery discharger,BG battery,BG,battery discharger,True,,,
CH battery discharger,CH battery,CH,battery discharger,True,,,
CZ battery discharger,CZ battery,CZ,battery discharger,True,,,
DE battery discharger,DE battery,DE,battery discharger,True,,,
DK battery discharger,DK battery,DK,battery discharger,True,,,
EE battery discharger,EE battery,EE,battery discharger,True,,,
ES battery discharger,ES battery,ES,battery discharger,True,,,
FI battery discharger,FI battery,FI,battery discharger,True,,,
FR battery discharger,FR battery,FR,battery discharger,True,,,
GB battery discharger,GB battery,GB,battery discharger,True,,,
GBI battery discharger,GBI battery,GBI,battery discharger,True,,,
GR battery discharger,GR battery,GR,battery discharger,True,,,
HR battery discharger,HR battery,HR,battery discharger,True,,,
HU battery discharger,HU battery,HU,battery discharger,True,,,
IE battery discharger,IE battery,IE,battery discharger,True,,,
IT battery discharger,IT battery,IT,battery discharger,True,,,
LT battery discharger,LT battery,LT,battery discharger,True,,,
LU battery discharger,LU battery,LU,battery discharger,True,,,
LV battery discharger,LV battery,LV,battery discharger,True,,,
ME battery discharger,ME battery,ME,battery discharger,True,,,
MK battery discharger,MK battery,MK,battery discharger,True,,,
NL battery discharger,NL battery,NL,battery discharger,True,,,
NO battery discharger,NO battery,NO,battery discharger,True,,,
PL battery discharger,PL battery,PL,battery discharger,True,,,
PT battery discharger,PT battery,PT,battery discharger,True,,,
RO battery discharger,RO battery,RO,battery discharger,True,,,
RS battery discharger,RS battery,RS,battery discharger,True,,,
SE battery discharger,SE battery,SE,battery discharger,True,,,
SI battery discharger,SI battery,SI,battery discharger,True,,,
SK battery discharger,SK battery,SK,battery discharger,True,,,
XK battery discharger,XK battery,XK,battery discharger,True,,,
AL BEV charger,AL low voltage,AL EV battery,BEV charger,False,,,
AT BEV charger,AT low voltage,AT EV battery,BEV charger,False,,,
BA BEV charger,BA low voltage,BA EV battery,BEV charger,False,,,
BE BEV charger,BE low voltage,BE EV battery,BEV charger,False,,,
BG BEV charger,BG low voltage,BG EV battery,BEV charger,False,,,
CH BEV charger,CH low voltage,CH EV battery,BEV charger,False,,,
CZ BEV charger,CZ low voltage,CZ EV battery,BEV charger,False,,,
DE BEV charger,DE low voltage,DE EV battery,BEV charger,False,,,
DK BEV charger,DK low voltage,DK EV battery,BEV charger,False,,,
EE BEV charger,EE low voltage,EE EV battery,BEV charger,False,,,
ES BEV charger,ES low voltage,ES EV battery,BEV charger,False,,,
FI BEV charger,FI low voltage,FI EV battery,BEV charger,False,,,
FR BEV charger,FR low voltage,FR EV battery,BEV charger,False,,,
GB BEV charger,GB low voltage,GB EV battery,BEV charger,False,,,
GBI BEV charger,GBI low voltage,GBI EV battery,BEV charger,False,,,
GR BEV charger,GR low voltage,GR EV battery,BEV charger,False,,,
HR BEV charger,HR low voltage,HR EV battery,BEV charger,False,,,
HU BEV charger,HU low voltage,HU EV battery,BEV charger,False,,,
IE BEV charger,IE low voltage,IE EV battery,BEV charger,False,,,
IT BEV charger,IT low voltage,IT EV battery,BEV charger,False,,,
LT BEV charger,LT low voltage,LT EV battery,BEV charger,False,,,
LU BEV charger,LU low voltage,LU EV battery,BEV charger,False,,,
LV BEV charger,LV low voltage,LV EV battery,BEV charger,False,,,
ME BEV charger,ME low voltage,ME EV battery,BEV charger,False,,,
MK BEV charger,MK low voltage,MK EV battery,BEV charger,False,,,
NL BEV charger,NL low voltage,NL EV battery,BEV charger,False,,,
NO BEV charger,NO low voltage,NO EV battery,BEV charger,False,,,
PL BEV charger,PL low voltage,PL EV battery,BEV charger,False,,,
PT BEV charger,PT low voltage,PT EV battery,BEV charger,False,,,
RO BEV charger,RO low voltage,RO EV battery,BEV charger,False,,,
RS BEV charger,RS low voltage,RS EV battery,BEV charger,False,,,
SE BEV charger,SE low voltage,SE EV battery,BEV charger,False,,,
SI BEV charger,SI low voltage,SI EV battery,BEV charger,False,,,
SK BEV charger,SK low voltage,SK EV battery,BEV charger,False,,,
XK BEV charger,XK low voltage,XK EV battery,BEV charger,False,,,
AL V2G,AL EV battery,AL low voltage,V2G,False,,,
AT V2G,AT EV battery,AT low voltage,V2G,False,,,
BA V2G,BA EV battery,BA low voltage,V2G,False,,,
BE V2G,BE EV battery,BE low voltage,V2G,False,,,
BG V2G,BG EV battery,BG low voltage,V2G,False,,,
CH V2G,CH EV battery,CH low voltage,V2G,False,,,
CZ V2G,CZ EV battery,CZ low voltage,V2G,False,,,
DE V2G,DE EV battery,DE low voltage,V2G,False,,,
DK V2G,DK EV battery,DK low voltage,V2G,False,,,
EE V2G,EE EV battery,EE low voltage,V2G,False,,,
ES V2G,ES EV battery,ES low voltage,V2G,False,,,
FI V2G,FI EV battery,FI low voltage,V2G,False,,,
FR V2G,FR EV battery,FR low voltage,V2G,False,,,
GB V2G,GB EV battery,GB low voltage,V2G,False,,,
GBI V2G,GBI EV battery,GBI low voltage,V2G,False,,,
GR V2G,GR EV battery,GR low voltage,V2G,False,,,
HR V2G,HR EV battery,HR low voltage,V2G,False,,,
HU V2G,HU EV battery,HU low voltage,V2G,False,,,
IE V2G,IE EV battery,IE low voltage,V2G,False,,,
IT V2G,IT EV battery,IT low voltage,V2G,False,,,
LT V2G,LT EV battery,LT low voltage,V2G,False,,,
LU V2G,LU EV battery,LU low voltage,V2G,False,,,
LV V2G,LV EV battery,LV low voltage,V2G,False,,,
ME V2G,ME EV battery,ME low voltage,V2G,False,,,
MK V2G,MK EV battery,MK low voltage,V2G,False,,,
NL V2G,NL EV battery,NL low voltage,V2G,False,,,
NO V2G,NO EV battery,NO low voltage,V2G,False,,,
PL V2G,PL EV battery,PL low voltage,V2G,False,,,
PT V2G,PT EV battery,PT low voltage,V2G,False,,,
RO V2G,RO EV battery,RO low voltage,V2G,False,,,
RS V2G,RS EV battery,RS low voltage,V2G,False,,,
SE V2G,SE EV battery,SE low voltage,V2G,False,,,
SI V2G,SI EV battery,SI low voltage,V2G,False,,,
SK V2G,SK EV battery,SK low voltage,V2G,False,,,
XK V2G,XK EV battery,XK low voltage,V2G,False,,,
EU oil refining,EU oil primary,EU oil,oil refining,False,,,co2 atmosphere
AL land transport oil,EU oil,AL land transport oil,land transport oil,True,,,co2 atmosphere
AT land transport oil,EU oil,AT land transport oil,land transport oil,True,,,co2 atmosphere
BA land transport oil,EU oil,BA land transport oil,land transport oil,True,,,co2 atmosphere
BE land transport oil,EU oil,BE land transport oil,land transport oil,True,,,co2 atmosphere
BG land transport oil,EU oil,BG land transport oil,land transport oil,True,,,co2 atmosphere
CH land transport oil,EU oil,CH land transport oil,land transport oil,True,,,co2 atmosphere
CZ land transport oil,EU oil,CZ land transport oil,land transport oil,True,,,co2 atmosphere
DE land transport oil,EU oil,DE land transport oil,land transport oil,True,,,co2 atmosphere
DK land transport oil,EU oil,DK land transport oil,land transport oil,True,,,co2 atmosphere
EE land transport oil,EU oil,EE land transport oil,land transport oil,True,,,co2 atmosphere
ES land transport oil,EU oil,ES land transport oil,land transport oil,True,,,co2 atmosphere
FI land transport oil,EU oil,FI land transport oil,land transport oil,True,,,co2 atmosphere
FR land transport oil,EU oil,FR land transport oil,land transport oil,True,,,co2 atmosphere
GB land transport oil,EU oil,GB land transport oil,land transport oil,True,,,co2 atmosphere
GBI land transport oil,EU oil,GBI land transport oil,land transport oil,True,,,co2 atmosphere
GR land transport oil,EU oil,GR land transport oil,land transport oil,True,,,co2 atmosphere
HR land transport oil,EU oil,HR land transport oil,land transport oil,True,,,co2 atmosphere
HU land transport oil,EU oil,HU land transport oil,land transport oil,True,,,co2 atmosphere
IE land transport oil,EU oil,IE land transport oil,land transport oil,True,,,co2 atmosphere
IT land transport oil,EU oil,IT land transport oil,land transport oil,True,,,co2 atmosphere
LT land transport oil,EU oil,LT land transport oil,land transport oil,True,,,co2 atmosphere
LU land transport oil,EU oil,LU land transport oil,land transport oil,True,,,co2 atmosphere
LV land transport oil,EU oil,LV land transport oil,land transport oil,True,,,co2 atmosphere
ME land transport oil,EU oil,ME land transport oil,land transport oil,True,,,co2 atmosphere
MK land transport oil,EU oil,MK land transport oil,land transport oil,True,,,co2 atmosphere
NL land transport oil,EU oil,NL land transport oil,land transport oil,True,,,co2 atmosphere
NO land transport oil,EU oil,NO land transport oil,land transport oil,True,,,co2 atmosphere
PL land transport oil,EU oil,PL land transport oil,land transport oil,True,,,co2 atmosphere
PT land transport oil,EU oil,PT land transport oil,land transport oil,True,,,co2 atmosphere
RO land transport oil,EU oil,RO land transport oil,land transport oil,True,,,co2 atmosphere
RS land transport oil,EU oil,RS land transport oil,land transport oil,True,,,co2 atmosphere
SE land transport oil,EU oil,SE land transport oil,land transport oil,True,,,co2 atmosphere
SI land transport oil,EU oil,SI land transport oil,land transport oil,True,,,co2 atmosphere
SK land transport oil,EU oil,SK land transport oil,land transport oil,True,,,co2 atmosphere
XK land transport oil,EU oil,XK land transport oil,land transport oil,True,,,co2 atmosphere
AL urban central water tanks charger,AL urban central heat,AL urban central water tanks,urban central water tanks charger,True,,,
AT urban central water tanks charger,AT urban central heat,AT urban central water tanks,urban central water tanks charger,True,,,
BA urban central water tanks charger,BA urban central heat,BA urban central water tanks,urban central water tanks charger,True,,,
BE urban central water tanks charger,BE urban central heat,BE urban central water tanks,urban central water tanks charger,True,,,
BG urban central water tanks charger,BG urban central heat,BG urban central water tanks,urban central water tanks charger,True,,,
CH urban central water tanks charger,CH urban central heat,CH urban central water tanks,urban central water tanks charger,True,,,
CZ urban central water tanks charger,CZ urban central heat,CZ urban central water tanks,urban central water tanks charger,True,,,
DE urban central water tanks charger,DE urban central heat,DE urban central water tanks,urban central water tanks charger,True,,,
DK urban central water tanks charger,DK urban central heat,DK urban central water tanks,urban central water tanks charger,True,,,
EE urban central water tanks charger,EE urban central heat,EE urban central water tanks,urban central water tanks charger,True,,,
ES urban central water tanks charger,ES urban central heat,ES urban central water tanks,urban central water tanks charger,True,,,
FI urban central water tanks charger,FI urban central heat,FI urban central water tanks,urban central water tanks charger,True,,,
FR urban central water tanks charger,FR urban central heat,FR urban central water tanks,urban central water tanks charger,True,,,
